DOCID	DATESQL	DOC_NBR	cleanBody
965243	19760602000000	1976NAHA00284	
965244	19760602000000	1976STATE135519	
965245	19760602000000	1976STATE135749	
965246	19760602000000	1976STATE135430	
965247	19760602000000	1976STATE135119	
965248	19760602000000	1976SANTIA05257	
965249	19760602000000	1976PRETOR02487	
965250	19760602000000	1976BANGKO15971	
965251	19760602000000	1976STATE135337	
965252	19760602000000	1976BRUSSE05445	
965253	19760602000000	1976STATE135168	
965254	19760602000000	1976GUATEM04053	
965255	19760602000000	1976MEXICO07128	
965256	19760602000000	1976STATE135071	
965257	19760602000000	1976GENEVA04227	
965258	19760602000000	1976STATE135462	
965259	19760602000000	1976WARSAW03786	
965260	19760602000000	1976STATE135075	
965261	19760602000000	1976UDORN04362	
965262	19760602000000	1976BUDAPE01806	
965263	19760602000000	1976BOMBAY01415	
965264	19760602000000	1976STATE135808	
965265	19760602000000	1976WARSAW03752	
965266	19760602000000	1976BELGRA03561	
965267	19760602000000	1976BUCHAR03130	
965268	19760602000000	1976BANGKO15934	
965269	19760602000000	1976UDORN04401	
965270	19760602000000	1976STATE135491	
965271	19760602000000	1976STATE135667	
965272	19760602000000	1976STATE135588	
965273	19760602000000	1976STATE135686	
965274	19760602000000	1976STATE135665	
965275	19760602000000	1976UDORN04360	
965276	19760602000000	1976MUNICH01258	
965277	19760602000000	1976STATE135581	
965278	19760602000000	1976UDORN04356	
965279	19760602000000	1976STATE135305	
965280	19760602000000	1976DUSSEL00807	
965281	19760602000000	1976KINSHA04731	
965282	19760602000000	1976NAIROB05635	
965283	19760602000000	1976STATE135106	
965284	19760602000000	1976STATE135396	
965285	19760602000000	1976STATE135506	
965286	19760602000000	1976KATHMA02368	
965287	19760602000000	1976SOFIA01185	
965288	19760602000000	1976TOKYO08213	
965289	19760602000000	1976STATE134130	
965290	19760602000000	1976HELSIN01166	
965291	19760602000000	1976BUDAPE01805	
965292	19760602000000	1976LONDON08480	
965293	19760602000000	1976BELGRA03534	
965294	19760602000000	1976MANILA07654	
965295	19760602000000	1976ISTANB01985	
965296	19760602000000	1976BRASIL04873	
965297	19760602000000	1976UDORN04407	
965298	19760602000000	1976JERUSA00736	
965299	19760602000000	1976BUCHAR03133	
965300	19760602000000	1976OTTAWA02219	
965301	19760602000000	1976ISLAMA05639	
965302	19760602000000	1976ACCRA04094	
965303	19760602000000	1976STATE135105	
965304	19760602000000	1976ADDIS06608	
965305	19760602000000	1976ACCRA04081	
965306	19760602000000	1976ABIDJA05074	
965307	19760602000000	1976BANGKO15935	
965308	19760602000000	1976ABIDJA05026	
965309	19760602000000	1976ASUNCI02296	
965310	19760602000000	1976STATE135472	
965311	19760602000000	1976BONN09366	
965312	19760602000000	1976SEOUL04139	
965313	19760602000000	1976MOSCOW08682	
965314	19760602000000	1976SANTIA05256	
965315	19760602000000	1976STATE135679	
965316	19760602000000	1976STATE135447	
965317	19760602000000	1976MANILA07671	
965318	19760602000000	1976BAMAKO01882	
965319	19760602000000	1976DAMASC03447	
965320	19760602000000	1976BUJUMB00462	
965321	19760602000000	1976UDORN04389	
965322	19760602000000	1976DOHA00634	
965323	19760602000000	1976ATHENS05461	
965324	19760602000000	1976STATE135773	
965325	19760602000000	1976STATE134922	
965326	19760602000000	1976UDORN04399	
965327	19760602000000	1976VIENNA04571	
965328	19760602000000	1976STATE135154	
965329	19760602000000	1976STATE135580	
965330	19760602000000	1976STATE135434	
965331	19760602000000	1976IAEAV04589	
965332	19760602000000	1976ECBRU05449	
965333	19760602000000	1976MTNGE04248	
965334	19760602000000	1976ABUDH01483	
965335	19760602000000	1976ABUDH01476	
965336	19760602000000	1976ABUDH01481	
965337	19760602000000	1976BANJUL00685	
965338	19760602000000	1976ABUDH01487	
965339	19760602000000	1976ABUDH01485	
965340	19760602000000	1976OECDP16034	
965341	19760602000000	1976NEWDE08129	
965342	19760602000000	1976NEWDE08132	
965343	19760602000000	1976OECDP16031	
965344	19760602000000	1976OECDP16007	
965345	19760602000000	1976NEWDE08092	
965346	19760602000000	1976MTNGE04250	
965347	19760602000000	1976MTNGE04251	
965348	19760602000000	1976NEWDE08063	
965349	19760602000000	1976NEWDE08078	
965350	19760602000000	1976STATE135538	
965351	19760602000000	1976GENEVA04224	
965352	19760602000000	1976KABUL04166	
965353	19760602000000	1976LAGOS06283	
965354	19760602000000	1976KABUL04162	
965355	19760602000000	1976GENEVA04221	
965356	19760602000000	1976THEHA03005	
965357	19760602000000	1976STATE135601	
965358	19760602000000	1976STATE135602	
965359	19760602000000	1976TOKYO08227	
965360	19760602000000	1976ASUNCI02287	
965361	19760602000000	1976ATHENS05426	
965362	19760602000000	1976TOKYO08321	
965363	19760602000000	1976STATE135594	
965364	19760602000000	1976SINGAP02718	
965365	19760602000000	1976STATE135364	
965366	19760602000000	1976STATE135523	
965367	19760602000000	1976MADRID04287	
965368	19760602000000	1976MOSCOW08670	
965369	19760602000000	1976MONTEV01965	
965370	19760602000000	1976SANA01870	
965371	19760602000000	1976OTTAWA02227	
965372	19760602000000	1976THEHA03000	
965373	19760602000000	1976THEHA03025	
965374	19760602000000	1976USUNN02348	
965375	19760602000000	1976BAMAKO01886	
965376	19760602000000	1976ANKARA04236	
965377	19760602000000	1976THEHA03026	
965378	19760602000000	1976THEHA03024	
965379	19760602000000	1976THEHA02996	
965380	19760602000000	1976BRUSSE05431	
965381	19760602000000	1976TELAV03778	
965382	19760602000000	1976TELAV03953	
965383	19760602000000	1976TELAV03808	
965384	19760602000000	1976TELAV03801	
965385	19760602000000	1976STATE135409	
965386	19760602000000	1976OTTAWA02222	
965387	19760602000000	1976SEOUL04107	
965388	19760602000000	1976STATE135149	
965389	19760602000000	1976STATE135365	
965390	19760602000000	1976STATE135220	
965391	19760602000000	1976SINGAP02707	
965392	19760602000000	1976RANGOO01880	
965393	19760602000000	1976BRUSSE05432	
965394	19760602000000	1976NOUAKC01325	
965395	19760602000000	1976DUBLIN01088	
965396	19760602000000	1976BRUSSE05463	
965397	19760602000000	1976LAPAZ04278	
965398	19760602000000	1976COPENH01805	
965399	19760602000000	1976NEWDE08082	
965400	19760602000000	1976NATOB03100	
965401	19760602000000	1976MOSCOW08692	
965402	19760602000000	1976NATOB03075	
965403	19760602000000	1976MOGADI00887	
965404	19760602000000	1976TEHRAN05581	
965405	19760602000000	1976BANGKO15724	
965406	19760602000000	1976YAOUND01930	
965407	19760602000000	1976ANKARA04231	
965408	19760602000000	1976ANKARA04230	
965409	19760602000000	1976SUVA00597	
965410	19760602000000	1976BAGHDA00734	
965411	19760602000000	1976STATE135439	
965412	19760602000000	1976STATE135454	
965413	19760602000000	1976STATE135471	
965414	19760602000000	1976STATE135452	
965415	19760602000000	1976JAKART07187	
965416	19760602000000	1976JIDDA03936	
965417	19760602000000	1976LAGOS06273	
965418	19760602000000	1976LAGOS06295	
965419	19760602000000	1976LAGOS06287	
965420	19760602000000	1976JOHANN00828	
965421	19760602000000	1976JIDDA03929	
965422	19760602000000	1976ISTANB01998	
965423	19760602000000	1976BANGKO15765	
965424	19760602000000	1976BRUSSE05456	
965425	19760602000000	1976BANGKO15766	
965426	19760602000000	1976BANGKO15768	
965427	19760602000000	1976BUDAPE01825	
965428	19760602000000	1976HALIFA00200	
965429	19760602000000	1976FRANKF04142	
965430	19760602000000	1976CARACA06183	
965431	19760602000000	1976CARACA06198	
965432	19760602000000	1976CAIRO07572	
965433	19760602000000	1976LAGOS06303	
965434	19760602000000	1976SANTIA05225	
965435	19760602000000	1976RANGOO01898	
965436	19760602000000	1976QUITO03914	
965437	19760602000000	1976STATE135194	
965438	19760602000000	1976STATE135334	
965439	19760602000000	1976STATE135140	
965440	19760602000000	1976STATE135132	
965441	19760602000000	1976PARIS16010	
965442	19760602000000	1976MADRID04262	
965443	19760602000000	1976MOSCOW08719	
965444	19760602000000	1976MANILA07698	
965445	19760602000000	1976KINGST02241	
965446	19760602000000	1976ISTANB01995	
965447	19760602000000	1976NAHA00278	
965448	19760602000000	1976BRIDGE01014	
965449	19760602000000	1976BOGOTA05385	
965450	19760602000000	1976BRIDGE01010	
965451	19760602000000	1976HAMILT00182	
965452	19760602000000	1976HALIFA00201	
965453	19760602000000	1976CASABL00598	
965454	19760602000000	1976GENEVA04223	
965455	19760602000000	1976MANILA07655	
965456	19760602000000	1976MONROV03788	
965457	19760602000000	1976STATE135670	
965458	19760602000000	1976STATE135573	
965459	19760602000000	1976STATE135287	
965460	19760602000000	1976BRASIL04857	
965461	19760602000000	1976BANGKO15988	
965462	19760602000000	1976NAHA00280	
965463	19760602000000	1976NAIROB05638	
965464	19760602000000	1976OSLO02769	
965465	19760602000000	1976BANGKO15933	
965466	19760602000000	1976PONTA00260	
965467	19760602000000	1976PERTH00132	
965468	19760602000000	1976PANAMA03871	
965469	19760602000000	1976LONDON08469	
965470	19760602000000	1976OUAGAD01575	
965471	19760602000000	1976QUITO03931	
965472	19760602000000	1976RANGOO01877	
965473	19760602000000	1976RANGOO01888	
965474	19760602000000	1976RANGOO01887	
965475	19760602000000	1976QUITO03939	
965476	19760602000000	1976PARIS16052	
965477	19760602000000	1976NICOSI01501	
965478	19760602000000	1976SINAI00997	
965479	19760602000000	1976MANAMA00685	
965480	19760602000000	1976LONDON08510	
965481	19760602000000	1976MADRID04254	
965482	19760602000000	1976MANILA07707	
965483	19760602000000	1976MUNICH01259	
965484	19760602000000	1976MONTRE00665	
965485	19760602000000	1976MEXICO07130	
965486	19760602000000	1976MONTER00495	
965487	19760602000000	1976MANILA07710	
965488	19760602000000	1976TOKYO08168	
965489	19760602000000	1976VIENNA04598	
965490	19760602000000	1976ACCRA04114	
965491	19760602000000	1976BELGRA03555	
965492	19760602000000	1976ATHENS05464	
965493	19760602000000	1976WARSAW03767	
965494	19760602000000	1976TOKYO08207	
965495	19760602000000	1976TOKYO08167	
965496	19760602000000	1976SOFIA01166	
965497	19760602000000	1976STATE135456	
965498	19760602000000	1976STATE135147	
965499	19760602000000	1976STATE135408	
965500	19760602000000	1976STATE135674	
965501	19760602000000	1976TEHRAN05602	
965502	19760602000000	1976TEHRAN05588	
965503	19760602000000	1976TEGUCI02688	
965504	19760602000000	1976TEHRAN05573	
965505	19760602000000	1976STATE135678	
965506	19760602000000	1976MANILA07703	
965507	19760602000000	1976NOUAKC01326	
965508	19760602000000	1976STATE153469	NULL
965509	19760602000000	1976STATE135603	
965510	19760602000000	1976STATE135068	
965511	19760602000000	1976STATE135153	
965512	19760602000000	1976STATE135333	
965513	19760602000000	1976PRETOR02471	
965514	19760602000000	1976CAIRO07529	
965515	19760602000000	1976KHARTO01604	
965516	19760602000000	1976CURACA00298	
965517	19760602000000	1976BAGHDA00733	
965518	19760602000000	1976PANAMA03881	
965519	19760602000000	1976KABUL04151	
965520	19760602000000	1976JAKART07179	
965521	19760602000000	1976FRANKF04172	
965522	19760602000000	1976FRANKF04158	
965523	19760602000000	1976GENEVA04229	
965524	19760602000000	1976JAKART07175	
965525	19760602000000	1976HAMBUR00833	
965526	19760602000000	1976GENEVA04230	
965527	19760602000000	1976DAKAR03458	
965528	19760602000000	1976MONTEV01981	
965529	19760602000000	1976OSLO02785	
965530	19760602000000	1976PANAMA03876	
965531	19760602000000	1976OTTAWA02226	
965532	19760602000000	1976MOSCOW08671	
965533	19760602000000	1976MADRID04278	
965534	19760602000000	1976MANAGU02566	
965535	19760602000000	1976MADRID04282	
965536	19760602000000	1976ATHENS05434	
965537	19760602000000	1976ATHENS05448	
965538	19760602000000	1976BANGKO15961	
965539	19760602000000	1976BAMAKO01884	
965540	19760602000000	1976ATHENS05442	
965541	19760602000000	1976BANGKO15962	
965542	19760602000000	1976TOKYO08206	
965543	19760602000000	1976DACCA02809	
965544	19760602000000	1976COPENH01813	
965545	19760602000000	1976CASABL00603	
965546	19760602000000	1976CAIRO07571	
965547	19760602000000	1976BANGKO15963	
965548	19760602000000	1976BANGKO15995	
965549	19760602000000	1976BEIRUT04783	
965550	19760602000000	1976BRASIL04876	
965551	19760602000000	1976BERLIN05998	
965552	19760601000000	1976STATE134337	
965553	19760601000000	1976STATE134371	
965554	19760601000000	1976STATE134387	
965555	19760601000000	1976STATE134391	
965556	19760601000000	1976STATE134372	
965557	19760601000000	1976STATE134296	
965558	19760601000000	1976ROME08866	
965559	19760601000000	1976SANTIA05177	
965560	19760601000000	1976SANTIA05179	
965561	19760601000000	1976STATE111190	NULL
965562	19760601000000	1976SANTIA05178	
965563	19760601000000	1976SANTIA05171	
965564	19760601000000	1976STATE134283	
965565	19760601000000	1976REYKJA00765	
965566	19760601000000	1976STATE134655	
965567	19760601000000	1976STATE134730	
965568	19760601000000	1976STATE134653	
965569	19760601000000	1976STATE134635	
965570	19760601000000	1976STATE134597	
965571	19760601000000	1976STATE134407	
965572	19760601000000	1976STATE134476	
965573	19760601000000	1976STATE134542	
965574	19760601000000	1976STATE134523	
965575	19760601000000	1976STATE134437	
965576	19760601000000	1976STATE134578	
965577	19760601000000	1976STATE134801	
965578	19760601000000	1976BONN09234	
965579	19760601000000	1976BONN09262	
965580	19760601000000	1976BRUSSE05386	
965581	19760601000000	1976DOHA00624	
965582	19760601000000	1976BRASIL04808	
965583	19760601000000	1976BOGOTA05322	
965584	19760601000000	1976FLOREN00270	
965585	19760601000000	1976BANGKO15534	
965586	19760601000000	1976BEIRUT04732	
965587	19760601000000	1976BANGKO15663	
965588	19760601000000	1976BANGKO19015	
965589	19760601000000	1976BANGKO15666	
965590	19760601000000	1976BANGKO15661	
965591	19760601000000	1976BANGKO15552	
965592	19760601000000	1976BELGRA03513	
965593	19760601000000	1976MOSCOW08637	
965594	19760601000000	1976RANGOO01867	
965595	19760601000000	1976OSLO02750	
965596	19760601000000	1976PANAMA03838	
965597	19760601000000	1976PARIS15970	
965598	19760601000000	1976OSLO02754	
965599	19760601000000	1976NAPLES00596	
965600	19760601000000	1976MONROV03738	
965601	19760601000000	1976GENEVA04210	
965602	19760601000000	1976HELSIN01156	
965603	19760601000000	1976KABUL04147	
965604	19760601000000	1976LAGOS06225	
965605	19760601000000	1976LISBON03652	
965606	19760601000000	1976LIMA04957	
965607	19760601000000	1976KINGST02218	
965608	19760601000000	1976IZMIR00180	
965609	19760601000000	1976LONDON08439	
965610	19760601000000	1976ADDIS07842	
965611	19760601000000	1976KHARTO01575	
965612	19760601000000	1976KINGST02206	
965613	19760601000000	1976LONDON08424	
965614	19760601000000	1976LISBON03684	
965615	19760601000000	1976KUALA03135	
965616	19760601000000	1976KINGST02202	
965617	19760601000000	1976JIDDA03921	
965618	19760601000000	1976MADRID04210	
965619	19760601000000	1976CURACA00297	
965620	19760601000000	1976DURBAN00218	
965621	19760601000000	1976GENEVA04187	
965622	19760601000000	1976JAKART07136	
965623	19760601000000	1976IBADAN00377	
965624	19760601000000	1976FRANKF04090	
965625	19760601000000	1976DUBLIN01079	
965626	19760601000000	1976CARACA06146	
965627	19760601000000	1976RABAT02961	
965628	19760601000000	1976ROME08873	
965629	19760601000000	1976SANTIA05175	
965630	19760601000000	1976SEOUL04090	
965631	19760601000000	1976ROME08927	
965632	19760601000000	1976ROME08833	
965633	19760601000000	1976MANILA07627	
965634	19760601000000	1976PRETOR02447	
965635	19760601000000	1976MELBOU00970	
965636	19760601000000	1976MOSCOW08654	
965637	19760601000000	1976OTTAWA02189	
965638	19760601000000	1976PANAMA03834	
965639	19760601000000	1976NASSAU00874	
965640	19760601000000	1976MOSCOW08620	
965641	19760601000000	1976PARIS15997	
965642	19760601000000	1976TOKYO08102	
965643	19760601000000	1976UDORN04289	
965644	19760601000000	1976UDORN04318	
965645	19760601000000	1976UDORN04326	
965646	19760601000000	1976UDORN04310	
965647	19760601000000	1976UDORN04288	
965648	19760601000000	1976TOKYO08081	
965649	19760601000000	1976UDORN04330	
965650	19760601000000	1976STATE134830	
965651	19760601000000	1976STATE134880	
965652	19760601000000	1976TEHRAN05513	
965653	19760601000000	1976STATE134834	
965654	19760601000000	1976TEHRAN05514	
965655	19760601000000	1976CAIRO07496	
965656	19760601000000	1976BANGKO15662	
965657	19760601000000	1976BUDAPE01799	
965658	19760601000000	1976CAIRO07483	
965659	19760601000000	1976BUJUMB00445	
965660	19760601000000	1976BOGOTA05338	
965661	19760601000000	1976BANGKO19005	
965662	19760601000000	1976BANGKO15653	
965663	19760601000000	1976UDORN04335	
965664	19760601000000	1976VIENNA04552	
965665	19760601000000	1976ALGIER01400	
965666	19760601000000	1976ATHENS06601	
965667	19760601000000	1976BANGKO15550	
965668	19760601000000	1976BANGKO15541	
965669	19760601000000	1976BANGKO15606	
965670	19760601000000	1976STATE134269	
965671	19760601000000	1976STATE134853	
965672	19760601000000	1976TAIPEI03548	
965673	19760601000000	1976VIENNA04537	
965674	19760601000000	1976ATHENS05401	
965675	19760601000000	1976TAIPEI03551	
965676	19760601000000	1976STATE163459	
965677	19760601000000	1976CAIRO07494	
965678	19760601000000	1976CARACA06130	
965679	19760601000000	1976MEXICO07015	
965680	19760601000000	1976PRETOR02464	
965681	19760601000000	1976MOSCOW08591	
965682	19760601000000	1976CAIRO07495	
965683	19760601000000	1976SANTIA05174	
965684	19760601000000	1976BANGKO15657	
965685	19760601000000	1976NDJAME01394	
965686	19760601000000	1976STATE134446	
965687	19760601000000	1976VANCOU00529	
965688	19760601000000	1976WARSAW03724	
965689	19760601000000	1976GENEVA04190	
965690	19760601000000	1976SANTIA05159	
965691	19760601000000	1976UDORN04302	
965692	19760601000000	1976STATE134457	
965693	19760601000000	1976TOKYO08126	
965694	19760601000000	1976STATE134646	
965695	19760601000000	1976SOFIA01176	
965696	19760601000000	1976TOKYO08125	
965697	19760601000000	1976STRASB00119	
965698	19760601000000	1976ISTANB01976	
965699	19760601000000	1976TOKYO08127	
965700	19760601000000	1976TEHRAN05543	
965701	19760601000000	1976UDORN04297	
965702	19760601000000	1976ALGIER01405	
965703	19760601000000	1976TOKYO08091	
965704	19760601000000	1976BONN09192	
965705	19760601000000	1976SUVA00594	
965706	19760601000000	1976PARIS15894	
965707	19760601000000	1976HELSIN01154	
965708	19760601000000	1976STATE134373	
965709	19760601000000	1976WARSAW03739	
965710	19760601000000	1976UDORN04293	
965711	19760601000000	1976LIBREV01053	
965712	19760601000000	1976LONDON08417	
965713	19760601000000	1976STATE163489	
965714	19760601000000	1976STATE134734	
965715	19760601000000	1976STATE134436	
965716	19760601000000	1976LIMA04997	
965717	19760601000000	1976DAKAR03421	
965718	19760601000000	1976COPENH01799	
965719	19760601000000	1976MUSCAT00665	
965720	19760601000000	1976STATE134584	
965721	19760601000000	1976BANGKO15656	
965722	19760601000000	1976BANGKO15558	
965723	19760601000000	1976STATE134556	
965724	19760601000000	1976OSLO02763	
965725	19760601000000	1976CIUDAD00165	
965726	19760601000000	1976ACCRA04073	
965727	19760601000000	1976STATE134868	
965728	19760601000000	1976BANGKO15655	
965729	19760601000000	1976COLOMB01940	
965730	19760601000000	1976ISLAMA05600	
965731	19760601000000	1976WARSAW04572	
965732	19760601000000	1976STATE134843	
965733	19760601000000	1976STATE134827	
965734	19760601000000	1976COLOMB01930	
965735	19760601000000	1976MANILA07562	
965736	19760601000000	1976SOFIA01174	
965737	19760601000000	1976MOSCOW08606	
965738	19760601000000	1976KINSHA04648	
965739	19760601000000	1976TOKYO08060	
965740	19760601000000	1976STATE134644	
965741	19760601000000	1976BEIRUT04729	
965742	19760601000000	1976TRIPOL00765	
965743	19760601000000	1976KUALA03116	
965744	19760601000000	1976STATE134626	
965745	19760601000000	1976GENEVA04186	
965746	19760601000000	1976ALGIER01411	
965747	19760601000000	1976MANILA07614	
965748	19760601000000	1976NAIROB05618	
965749	19760601000000	1976STATE134459	
965750	19760601000000	1976TEHRAN05506	
965751	19760601000000	1976TOKYO08080	
965752	19760601000000	1976TOKYO08079	
965753	19760601000000	1976STATE134636	
965754	19760601000000	1976LONDON08442	
965755	19760601000000	1976STATE134404	
965756	19760601000000	1976STATE134617	
965757	19760601000000	1976STATE134884	
965758	19760601000000	1976STATE134731	
965759	19760601000000	1976STATE134429	
965760	19760601000000	1976STATE134390	
965761	19760601000000	1976TANANA00889	
965762	19760601000000	1976UDORN04314	
965763	19760601000000	1976QUITO03891	
965764	19760601000000	1976NOUAKC01311	
965765	19760601000000	1976BAGHDA00722	
965766	19760601000000	1976TRIEST00082	
965767	19760601000000	1976STATE134336	
965768	19760601000000	1976SOFIA01173	
965769	19760601000000	1976STATE134475	
965770	19760601000000	1976STATE134629	
965771	19760601000000	1976STATE135146	
965772	19760601000000	1976BUCHAR03099	
965773	19760601000000	1976STUTTG00710	
965774	19760601000000	1976STATE134649	
965775	19760601000000	1976STATE134628	
965776	19760601000000	1976BANGKO15557	
965777	19760601000000	1976BRUSSE05415	
965778	19760601000000	1976BUJUMB00454	
965779	19760601000000	1976GENEVA04196	
965780	19760601000000	1976MOSCOW08592	
965781	19760601000000	1976KATHMA02338	
965782	19760601000000	1976GENEVA04193	
965783	19760601000000	1976BUCHAR03105	
965784	19760601000000	1976MOSCOW08657	
965785	19760601000000	1976STATE134702	
965786	19760601000000	1976KHARTO01580	
965787	19760601000000	1976KUWAIT02633	
965788	19760601000000	1976LENING00843	
965789	19760601000000	1976MASERU00555	
965790	19760601000000	1976LAGOS07564	
965791	19760601000000	1976KABUL04132	
965792	19760601000000	1976CAIRO07491	
965793	19760601000000	1976GENEVA05160	
965794	19760601000000	1976ISLAMA05569	
965795	19760601000000	1976GUADAL00949	
965796	19760601000000	1976DUBLIN01074	
965797	19760601000000	1976CASABL00596	
965798	19760601000000	1976JIDDA03870	
965799	19760601000000	1976BUENOS03603	
965800	19760601000000	1976SANTIA05170	
965801	19760601000000	1976SANTIA05173	
965802	19760601000000	1976SINAI00990	
965803	19760601000000	1976SINAI00983	
965804	19760601000000	1976SANTIA05172	
965805	19760601000000	1976REYKJA00769	
965806	19760601000000	1976MOSCOW08652	
965807	19760601000000	1976MOSCOW08656	
965808	19760601000000	1976OSLO02765	
965809	19760601000000	1976PARIS15966	
965810	19760601000000	1976PANAMA03859	
965811	19760601000000	1976RABAT02933	
965812	19760601000000	1976NICOSI01491	
965813	19760601000000	1976STATE134659	
965814	19760601000000	1976LISBON03685	
965815	19760601000000	1976SANTIA05169	
965816	19760601000000	1976STATE134322	
965817	19760601000000	1976STATE134498	
965818	19760601000000	1976SOFIA01175	
965819	19760601000000	1976ROME08905	
965820	19760601000000	1976UDORN04324	
965821	19760601000000	1976STATE134835	
965822	19760601000000	1976STATE134647	
965823	19760601000000	1976BANGKO15547	
965824	19760601000000	1976TEGUCI02685	
965825	19760601000000	1976DUSSEL00806	
965826	19760601000000	1976SUVA00731	
965827	19760601000000	1976BUENOS03595	
965828	19760601000000	1976BANGKO15665	
965829	19760601000000	1976BELGRA03509	
965830	19760601000000	1976BUCHAR03103	
965831	19760601000000	1976BUDAPE01814	
965832	19760601000000	1976BUCHAR03102	
965833	19760601000000	1976BANGKO15699	
965834	19760601000000	1976BANGKO15664	
965835	19760601000000	1976STATE134849	
965836	19760601000000	1976TAIPEI03542	
965837	19760601000000	1976ALGIER01410	
965838	19760601000000	1976ATHENS06600	
965839	19760601000000	1976BANGKO15654	
965840	19760601000000	1976BANGKO15543	
965841	19760601000000	1976ATHENS05411	
965842	19760601000000	1976UDORN04320	
965843	19760601000000	1976BANGKO15658	
965844	19760601000000	1976MOSCOW08597	
965845	19760601000000	1976KUWAIT02638	
965846	19760601000000	1976PALERM00373	
965847	19760601000000	1976BUCHAR03087	
965848	19760601000000	1976DHAHRA00711	
965849	19760601000000	1976BUDAPE01788	
965850	19760601000000	1976JAKART07132	
965851	19760601000000	1976HONGK06280	
965852	19760601000000	1976JERUSA00729	
965853	19760601000000	1976STATE134662	
965854	19760601000000	1976TUNIS03869	
965855	19760601000000	1976UDORN04304	
965856	19760601000000	1976USBERL01161	
965857	19760601000000	1976UDORN04312	
965858	19760601000000	1976UDORN04283	
965859	19760601000000	1976TOKYO08134	
965860	19760601000000	1976STATE134458	
965861	19760601000000	1976STATE134800	
965862	19760601000000	1976STATE134805	
965863	19760601000000	1976STATE134854	
965864	19760601000000	1976TOKYO08063	
965865	19760601000000	1976SUVA00729	
965866	19760601000000	1976STATE134806	
965867	19760601000000	1976STATE134803	
965868	19760601000000	1976TOKYO08073	
965869	19760601000000	1976BELGRA03523	
965870	19760601000000	1976STATE134698	
965871	19760601000000	1976TIJUAN00261	
965872	19760601000000	1976SYDNEY01359	
965873	19760601000000	1976STATE134699	
965874	19760601000000	1976STATE134463	
965875	19760601000000	1976STATE134537	
965876	19760601000000	1976STATE134585	
965877	19760601000000	1976STATE134619	
965878	19760601000000	1976VANCOU00534	
965879	19760601000000	1976STATE134292	
965880	19760601000000	1976ACCRA04059	
965881	19760601000000	1976BANGKO15549	
965882	19760601000000	1976BANGKO15637	
965883	19760601000000	1976BANGKO15660	
965884	19760601000000	1976BANGKO15632	
965885	19760601000000	1976BAGHDA00715	
965886	19760601000000	1976ACCRA04046	
965887	19760601000000	1976BANGKO15667	
965888	19760601000000	1976TOKYO08124	
965889	19760601000000	1976UDORN04299	
965890	19760601000000	1976UDORN04334	
965891	19760601000000	1976WELLIN02009	
965892	19760601000000	1976UDORN04300	
965893	19760601000000	1976UDORN04291	
965894	19760601000000	1976ABIDJA05002	
965895	19760601000000	1976TOKYO08072	
965896	19760601000000	1976CARACA06099	
965897	19760601000000	1976DACCA02787	
965898	19760601000000	1976FRANKF04130	
965899	19760601000000	1976CANBER03906	
965900	19760601000000	1976BUDAPE01782	
965901	19760601000000	1976BANGKO19077	
965902	19760601000000	1976BELFAS00197	
965903	19760601000000	1976BRASIL04797	
965904	19760601000000	1976BRASIL04826	
965905	19760601000000	1976BRASIL04824	
965906	19760601000000	1976BOGOTA05323	
965907	19760601000000	1976BUDAPE01779	
965908	19760601000000	1976GENEVA04185	
965909	19760601000000	1976STATE134405	
965910	19760601000000	1976STATE134509	
965911	19760601000000	1976STATE134520	
965912	19760601000000	1976STATE134496	
965913	19760601000000	1976STATE134389	
965914	19760601000000	1976STATE134557	
965915	19760601000000	1976STATE134299	
965916	19760601000000	1976STATE134318	
965917	19760601000000	1976STATE134330	
965918	19760601000000	1976STATE134356	
965919	19760601000000	1976STATE134338	
965920	19760601000000	1976STATE134319	
965921	19760601000000	1976STATE134317	
965922	19760601000000	1976STATE134384	
965923	19760601000000	1976TEHRAN05541	
965924	19760601000000	1976STATE134831	
965925	19760601000000	1976TEHRAN05516	
965926	19760601000000	1976TEHRAN05512	
965927	19760601000000	1976STATE134823	
965928	19760601000000	1976STATE134821	
965929	19760601000000	1976STATE134566	
965930	19760601000000	1976STATE134625	
965931	19760601000000	1976STATE134651	
965932	19760601000000	1976STATE134664	
965933	19760601000000	1976STATE134737	
965934	19760601000000	1976STATE134703	
965935	19760601000000	1976STATE134654	
965936	19760601000000	1976STATE134799	
965937	19760601000000	1976MEXICO07019	
965938	19760601000000	1976TANANA00879	
965939	19760601000000	1976UDORN04285	
965940	19760601000000	1976UDORN04286	
965941	19760601000000	1976TOKYO08096	
965942	19760601000000	1976TEHRAN05529	
965943	19760601000000	1976TAIPEI03516	
965944	19760601000000	1976UDORN04295	
965945	19760601000000	1976STATE134582	
965946	19760601000000	1976STATE134735	
965947	19760601000000	1976STATE134802	
965948	19760601000000	1976STATE134798	
965949	19760601000000	1976STATE134661	
965950	19760601000000	1976STATE134583	
965951	19760601000000	1976STATE134866	
965952	19760601000000	1976STATE134581	
965953	19760601000000	1976BANGKO15659	
965954	19760601000000	1976GUATEM04021	
965955	19760601000000	1976MADRID04225	
965956	19760601000000	1976MANILA07618	
965957	19760601000000	1976CAIRO07502	
965958	19760601000000	1976BANGKO15604	
965959	19760601000000	1976UDORN04306	
965960	19760601000000	1976UDORN04308	
