DOCID	DATESQL	DOC_NBR	cleanBody
950700	19760610000000	1976NEWDE08493	
950701	19760610000000	1976LAPAZ04602	
950702	19760610000000	1976LAPAZ04598	
950703	19760610000000	1976IAEAV04876	
950704	19760610000000	1976LAPAZ04565	
950705	19760610000000	1976LAPAZ04593	
950706	19760610000000	1976LAPAZ04580	
950707	19760610000000	1976ROME09435	
950708	19760610000000	1976SINAI01055	
950709	19760610000000	1976STATE141604	
950710	19760610000000	1976STATE141605	
950711	19760610000000	1976STATE141606	
950712	19760610000000	1976LONDON09009	
950713	19760610000000	1976KUWAIT02946	
950714	19760610000000	1976VIENNA04832	
950715	19760610000000	1976STATE141607	
950716	19760610000000	1976STATE141762	
950717	19760610000000	1976STATE141710	
950718	19760610000000	1976STATE141921	
950719	19760610000000	1976STATE142068	
950720	19760610000000	1976STATE142067	
950721	19760610000000	1976STATE141648	
950722	19760610000000	1976SAOPA01380	
950723	19760610000000	1976THEHA03174	
950724	19760610000000	1976THEHA03198	
950725	19760610000000	1976USUNN02440	
950726	19760610000000	1976USUNN02451	
950727	19760610000000	1976USUNN02450	
950728	19760610000000	1976THEHA03199	
950729	19760610000000	1976THEHA03193	
950730	19760610000000	1976ISTANB02104	
950731	19760610000000	1976TELAV03967	
950732	19760610000000	1976TELAV03979	
950733	19760610000000	1976TELAV03978	
950734	19760610000000	1976TELAV03968	
950735	19760610000000	1976TELAV03966	
950736	19760610000000	1976TELAV03983	
950737	19760610000000	1976CHIANG00189	
950738	19760610000000	1976MANILA08212	
950739	19760610000000	1976MONROV03996	
950740	19760610000000	1976NATOB03267	
950741	19760610000000	1976NATOB03287	
950742	19760610000000	1976STATE142235	
950743	19760610000000	1976NATOB03293	
950744	19760610000000	1976NATOB03283	
950745	19760610000000	1976MTNGE04490	
950746	19760610000000	1976TEGUCI02882	
950747	19760610000000	1976HELSIN01234	
950748	19760610000000	1976JAKART07597	
950749	19760610000000	1976JAKART07600	
950750	19760610000000	1976JAKART07599	
950751	19760610000000	1976JAKART07598	
950752	19760610000000	1976JAKART07596	
950753	19760610000000	1976GUATEM04293	
950754	19760610000000	1976JAKART07637	
950755	19760610000000	1976BOGOTA05689	
950756	19760610000000	1976BONN09812	
950757	19760610000000	1976CAIRO08004	
950758	19760610000000	1976CARACA06511	
950759	19760610000000	1976FRANKF04377	
950760	19760610000000	1976CAIRO08003	
950761	19760610000000	1976BOMBAY01489	
950762	19760610000000	1976GUATEM04266	
950763	19760610000000	1976BANGKO17030	
950764	19760610000000	1976MONTRE00727	
950765	19760610000000	1976MOSCOW09240	
950766	19760610000000	1976QUITO04145	
950767	19760610000000	1976PRAGUE01668	
950768	19760610000000	1976NAIROB05988	
950769	19760610000000	1976PRAGUE01671	
950770	19760610000000	1976MOSCOW09227	
950771	19760610000000	1976MONTER00516	
950772	19760610000000	1976KHARTO01693	
950773	19760610000000	1976LAGOS06676	
950774	19760610000000	1976LIMA05339	
950775	19760610000000	1976LIMA05335	
950776	19760610000000	1976MELBOU01065	
950777	19760610000000	1976LONDON09020	
950778	19760610000000	1976LIMA05336	
950779	19760610000000	1976LAGOS06716	
950780	19760610000000	1976MILAN01364	
950781	19760610000000	1976QUITO04150	
950782	19760610000000	1976STATE142066	
950783	19760610000000	1976STATE142060	
950784	19760610000000	1976STATE142051	
950785	19760610000000	1976BANGKO17029	
950786	19760610000000	1976ALGIER01499	
950787	19760610000000	1976ALGIER01507	
950788	19760610000000	1976ALGIER01516	
950789	19760610000000	1976ASUNCI02414	
950790	19760610000000	1976ASUNCI02402	
950791	19760610000000	1976ALGIER01509	
950792	19760610000000	1976ALGIER01505	
950793	19760610000000	1976ALEXAN00359	
950794	19760610000000	1976STUTTG00742	
950795	19760610000000	1976TOKYO08723	
950796	19760610000000	1976TEHRAN05942	
950797	19760610000000	1976TOKYO08704	
950798	19760610000000	1976BRUSSE05742	
950799	19760610000000	1976JAKART07661	
950800	19760610000000	1976BUCHAR03371	
950801	19760610000000	1976BOGOTA05690	
950802	19760610000000	1976TOKYO08667	
950803	19760610000000	1976TOKYO08724	
950804	19760610000000	1976TOKYO08730	
950805	19760610000000	1976ANKARA04444	
950806	19760610000000	1976TOKYO08732	
950807	19760610000000	1976TOKYO08725	
950808	19760610000000	1976TOKYO08678	
950809	19760610000000	1976TEGUCI02885	
950810	19760610000000	1976STATE141728	
950811	19760610000000	1976STATE142090	
950812	19760610000000	1976ROME09428	
950813	19760610000000	1976KATHMA02501	
950814	19760610000000	1976MEDELL00123	
950815	19760610000000	1976PARIS16850	
950816	19760610000000	1976MEXICO07550	
950817	19760610000000	1976PANAMA04129	
950818	19760610000000	1976MADRAS01037	
950819	19760610000000	1976COPENH01923	
950820	19760610000000	1976QUITO04159	
950821	19760610000000	1976STATE141571	
950822	19760610000000	1976STATE141560	
950823	19760610000000	1976STATE141573	
950824	19760610000000	1976STATE141577	
950825	19760610000000	1976STATE141575	
950826	19760610000000	1976STATE141572	
950827	19760610000000	1976STATE141570	
950828	19760610000000	1976STATE141559	
950829	19760610000000	1976STATE141793	
950830	19760610000000	1976RANGOO02026	
950831	19760610000000	1976QUITO04167	
950832	19760610000000	1976SINGAP02878	
950833	19760610000000	1976STATE141556	
950834	19760610000000	1976STATE141518	
950835	19760610000000	1976SEOUL04368	
950836	19760610000000	1976RANGOO02025	
950837	19760610000000	1976STATE141558	
950838	19760610000000	1976TEGUCI02881	
950839	19760610000000	1976TAIPEI03819	
950840	19760610000000	1976SURABA00347	
950841	19760610000000	1976TEGUCI02880	
950842	19760610000000	1976TEGUCI02876	
950843	19760610000000	1976TEGUCI02879	
950844	19760610000000	1976TAIPEI03818	
950845	19760610000000	1976TAIPEI03852	
950846	19760610000000	1976STOCKH03259	
950847	19760610000000	1976STATE141829	
950848	19760610000000	1976STATE141871	
950849	19760610000000	1976STATE141924	
950850	19760610000000	1976STATE141964	
950851	19760610000000	1976STATE142150	
950852	19760610000000	1976STATE142004	
950853	19760610000000	1976STATE141959	
950854	19760610000000	1976STATE142327	
950855	19760610000000	1976STATE141920	
950856	19760610000000	1976ATHENS05737	
950857	19760610000000	1976STOCKH03271	
950858	19760610000000	1976FRANKF04367	
950859	19760610000000	1976GENEVA04492	
950860	19760610000000	1976FRANKF04366	
950861	19760610000000	1976DOUALA00294	
950862	19760610000000	1976BONN09803	
950863	19760610000000	1976BUENOS03861	
950864	19760610000000	1976NIAMEY02622	
950865	19760610000000	1976MOSCOW09228	
950866	19760610000000	1976LAGOS06666	
950867	19760610000000	1976BRUSSE05765	
950868	19760610000000	1976IBADAN00396	
950869	19760610000000	1976STATE141701	
950870	19760610000000	1976STATE142012	
950871	19760610000000	1976STATE141677	
950872	19760610000000	1976STATE141549	
950873	19760610000000	1976PRAGUE01673	
950874	19760610000000	1976RANGOO02016	
950875	19760610000000	1976SANTIA05587	
950876	19760610000000	1976SEOUL04381	
950877	19760610000000	1976SEOUL04397	
950878	19760610000000	1976STATE141919	
950879	19760610000000	1976STATE141970	
950880	19760610000000	1976STATE141972	
950881	19760610000000	1976STATE141971	
950882	19760610000000	1976STATE141900	
950883	19760610000000	1976STATE141849	
950884	19760610000000	1976KHARTO01700	
950885	19760610000000	1976KARACH02583	
950886	19760610000000	1976KARACH02578	
950887	19760610000000	1976JAKART07593	
950888	19760610000000	1976KATHMA02505	
950889	19760610000000	1976NIAMEY02607	
950890	19760610000000	1976PANAMA04120	
950891	19760610000000	1976PANAMA04118	
950892	19760610000000	1976NAIROB05974	
950893	19760610000000	1976MEXICO07526	
950894	19760610000000	1976LIMA05348	
950895	19760615000000	1976STATE147736	
950896	19760616000000	1976DURBAN00257	
950897	19760616000000	1976DURBAN00255	
950898	19760616000000	1976STATE148881	
950899	19760617000000	1976MEXICO07896	
950900	19760618000000	1976MEXICO07904	
950901	19760619000000	1976MEXICO07956	
950902	19760615000000	1976LIMA05506	
950903	19760615000000	1976LISBON03968	
950904	19760615000000	1976LOME01281	
950905	19760615000000	1976LOME01282	
950906	19760615000000	1976LONDON09215	
950907	19760615000000	1976LONDON09216	
950908	19760615000000	1976LONDON09225	
950909	19760615000000	1976LONDON09226	
950910	19760615000000	1976LONDON09256	
950911	19760615000000	1976MADRAS01056	
950912	19760615000000	1976MADRID04674	
950913	19760615000000	1976MONTRE00748	
950914	19760615000000	1976MOSCOW09515	
950915	19760615000000	1976OSLO02994	
950916	19760615000000	1976OTTAWA02436	
950917	19760615000000	1976PARIS17401	
950918	19760615000000	1976PARIS17414	
950919	19760615000000	1976PARIS17417	
950920	19760615000000	1976PRETOR02687	
950921	19760615000000	1976PRETOR02693	
950922	19760615000000	1976QUITO04282	
950923	19760615000000	1976RANGOO02074	
950924	19760615000000	1976ROME09725	
950925	19760615000000	1976ROME09728	
950926	19760615000000	1976ROME09761	
950927	19760615000000	1976ROME09780	
950928	19760615000000	1976SANTIA05758	
950929	19760615000000	1976SANTIA05781	
950930	19760615000000	1976STATE146836	
950931	19760615000000	1976STATE146903	
950932	19760615000000	1976STATE146995	
950933	19760615000000	1976STATE147047	
950934	19760615000000	1976STATE147051	
950935	19760615000000	1976STATE147057	
950936	19760615000000	1976STATE147066	
950937	19760615000000	1976STATE147069	
950938	19760615000000	1976STATE147080	
950939	19760615000000	1976STATE147108	
950940	19760615000000	1976STATE147117	
950941	19760615000000	1976STATE147118	
950942	19760615000000	1976STATE147149	
950943	19760615000000	1976STATE147171	
950944	19760615000000	1976STATE147206	
950945	19760615000000	1976STATE147228	
950946	19760615000000	1976STATE147248	
950947	19760615000000	1976STATE147276	
950948	19760615000000	1976STATE147295	
950949	19760615000000	1976STATE147321	
950950	19760615000000	1976STATE147396	
950951	19760615000000	1976STATE147419	
950952	19760615000000	1976STATE147474	
950953	19760615000000	1976STATE147479	
950954	19760615000000	1976STATE147508	
950955	19760615000000	1976STATE147532	
950956	19760615000000	1976STATE147577	
950957	19760615000000	1976STATE147578	
950958	19760615000000	1976STATE147580	
950959	19760615000000	1976STATE147581	
950960	19760615000000	1976STATE147601	
950961	19760615000000	1976STATE147642	
950962	19760615000000	1976STATE147648	
950963	19760615000000	1976STATE147660	
950964	19760615000000	1976STATE147658	
950965	19760615000000	1976STATE147725	
950966	19760615000000	1976STATE147728	
950967	19760615000000	1976STATE147747	
950968	19760615000000	1976STATE147756	
950969	19760615000000	1976STATE147804	NULL
950970	19760615000000	1976STATE147805	
950971	19760615000000	1976STATE147811	
950972	19760615000000	1976STATE147817	
950973	19760615000000	1976STATE147827	
950974	19760615000000	1976STATE147834	
950975	19760615000000	1976STATE147861	
950976	19760615000000	1976STATE147915	
950977	19760615000000	1976STATE147916	
950978	19760615000000	1976SUVA00654	
950979	19760615000000	1976TAIPEI03962	
950980	19760615000000	1976TEHRAN06042	
950981	19760615000000	1976TIJUAN00285	
950982	19760615000000	1976TOKYO08956	
950983	19760615000000	1976TOKYO08996	
950984	19760615000000	1976TOKYO09019	
950985	19760615000000	1976TOKYO09012	
950986	19760615000000	1976UDORN02395	
950987	19760615000000	1976WARSAW04103	
950988	19760615000000	1976WARSAW04127	
950989	19760616000000	1976ACCRA04476	
950990	19760616000000	1976ATHENS05950	
950991	19760616000000	1976ATHENS05954	
950992	19760616000000	1976ATHENS05973	
950993	19760616000000	1976BANGKO17498	
950994	19760616000000	1976BANGKO17516	
950995	19760616000000	1976BANGKO17538	
950996	19760616000000	1976BANGKO17580	
950997	19760616000000	1976BANGKO17584	
950998	19760616000000	1976BANGKO17626	
950999	19760616000000	1976BANGKO17630	
951000	19760616000000	1976BONN10190	
951001	19760616000000	1976BREMEN00307	
951002	19760616000000	1976BUCHAR03546	
951003	19760616000000	1976BUENOS03997	
951004	19760616000000	1976CARACA06801	
951005	19760616000000	1976CAIRO08265	
951006	19760616000000	1976CARACA06802	
951007	19760616000000	1976DHAHRA00776	
951008	19760616000000	1976FREETO01781	
951009	19760616000000	1976GABORO01130	
951010	19760616000000	1976GENEVA04656	
951011	19760616000000	1976GENEVA04659	
951012	19760616000000	1976JAKART07914	
951013	19760616000000	1976GENEVA04676	
951014	19760616000000	1976JOHANN00938	
951015	19760616000000	1976KUALA03459	
951016	19760616000000	1976KUWAIT02930	
951017	19760616000000	1976KUWAIT02932	
951018	19760616000000	1976LISBON04011	
951019	19760616000000	1976LISBON04092	NULL
951020	19760616000000	1976LONDON09287	
951021	19760616000000	1976LONDON09298	
951022	19760616000000	1976LONDON09299	
951023	19760616000000	1976LONDON09333	
951024	19760616000000	1976MANILA08507	
951025	19760616000000	1976MANILA08540	
951026	19760616000000	1976MANILA08541	
951027	19760616000000	1976MANILA08568	
951028	19760616000000	1976MAPUTO00673	
951029	19760616000000	1976NAIROB06218	
951030	19760616000000	1976MOSCOW09559	
951031	19760616000000	1976OSLO03000	
951032	19760616000000	1976PARAMA00521	
951033	19760616000000	1976OTTAWA02445	
951034	19760616000000	1976PRETOR02710	
951035	19760616000000	1976PRETOR02711	
951036	19760616000000	1976RANGOO02105	
951037	19760616000000	1976ROME09859	
951038	19760616000000	1976ROME09836	
951039	19760616000000	1976SANTIA05871	
951040	19760616000000	1976SEOUL04564	
951041	19760616000000	1976STATE148022	
951042	19760616000000	1976STATE148157	
951043	19760616000000	1976STATE148218	
951044	19760616000000	1976STATE148232	
951045	19760616000000	1976STATE148241	
951046	19760616000000	1976STATE148328	
951047	19760616000000	1976STATE148378	
951048	19760616000000	1976STATE148381	
951049	19760616000000	1976STATE148383	
951050	19760616000000	1976STATE148418	
951051	19760616000000	1976STATE148594	
951052	19760616000000	1976STATE148546	
951053	19760616000000	1976STATE148595	
951054	19760616000000	1976STATE148601	
951055	19760616000000	1976STATE148602	
951056	19760616000000	1976STATE148636	
951057	19760611000000	1976ABIDJA05392	
951058	19760611000000	1976BANGKO17153	
951059	19760611000000	1976BELGRA03800	
951060	19760611000000	1976BOGOTA05782	
951061	19760611000000	1976BELGRA03824	
951062	19760611000000	1976BUCHAR03393	
951063	19760611000000	1976GENEVA04549	
951064	19760611000000	1976LAGOS06777	
951065	19760611000000	1976LAGOS06751	
951066	19760611000000	1976JAKART07702	
951067	19760611000000	1976LONDON09054	
951068	19760611000000	1976LISBON03916	
951069	19760611000000	1976MADRID04579	
951070	19760611000000	1976MADRID04589	
951071	19760611000000	1976MANILA08244	
951072	19760611000000	1976MANILA08313	
951073	19760611000000	1976MONTEV02122	
951074	19760611000000	1976MOSCOW09256	
951075	19760611000000	1976PARIS17068	
951076	19760611000000	1976QUITO04205	
951077	19760611000000	1976SANTIA05657	
951078	19760611000000	1976SANTIA05655	
951079	19760611000000	1976ROME09598	
951080	19760611000000	1976SECTO16119	
951081	19760611000000	1976SECTO16123	
951082	19760611000000	1976SEOUL04418	
951083	19760611000000	1976SINGAP02911	
951084	19760611000000	1976SOFIA01264	
951085	19760611000000	1976STATE142401	
951086	19760611000000	1976STATE142440	
951087	19760611000000	1976STATE142554	
951088	19760611000000	1976STATE142557	
951089	19760611000000	1976STATE142672	
951090	19760611000000	1976STATE142713	
951091	19760611000000	1976STATE142764	
951092	19760611000000	1976STATE142768	
951093	19760611000000	1976STATE142848	
951094	19760611000000	1976STATE142870	
951095	19760611000000	1976STATE142892	
951096	19760611000000	1976STATE142902	
951097	19760611000000	1976TAIPEI03880	
951098	19760611000000	1976TANANA00955	
951099	19760611000000	1976TOKYO08770	
951100	19760611000000	1976TEGUCI02911	
951101	19760611000000	1976TOKYO08783	
951102	19760611000000	1976UDORN05058	
951103	19760611000000	1976UDORN05069	
951104	19760611000000	1976UDORN05076	
951105	19760611000000	1976UDORN05071	
951106	19760612000000	1976AMMAN03111	
951107	19760611000000	1976VANCOU00606	
951108	19760612000000	1976MANAMA00732	
951109	19760612000000	1976RANGOO02049	
951110	19760612000000	1976STATE142923	
951111	19760612000000	1976STATE143431	
951112	19760612000000	1976STATE142928	
951113	19760612000000	1976STATE143509	
951114	19760612000000	1976STATE143654	
951115	19760612000000	1976STATE143892	
951116	19760612000000	1976STATE144035	
951117	19760612000000	1976STATE144042	
951118	19760612000000	1976STATE144037	
951119	19760612000000	1976STATE144051	
951120	19760612000000	1976STATE144054	
951121	19760612000000	1976STATE144142	
951122	19760612000000	1976STATE144122	
951123	19760612000000	1976STATE144230	
951124	19760612000000	1976STATE144182	
951125	19760612000000	1976STATE144232	
951126	19760612000000	1976STATE144256	
951127	19760612000000	1976STATE144265	
951128	19760612000000	1976STATE144293	
951129	19760613000000	1976BANGKO17225	
951130	19760613000000	1976STATE144373	
951131	19760613000000	1976STATE144393	
951132	19760613000000	1976STATE144394	
951133	19760613000000	1976STATE144415	
951134	19760613000000	1976STATE144483	
951135	19760613000000	1976STATE144499	
951136	19760613000000	1976STATE144522	
951137	19760613000000	1976STATE144557	
951138	19760613000000	1976STATE144663	
951139	19760613000000	1976STATE144591	
951140	19760613000000	1976STATE144770	
951141	19760613000000	1976STATE144968	
951142	19760613000000	1976STATE145058	
951143	19760613000000	1976STATE145170	
951144	19760613000000	1976STATE145169	
951145	19760613000000	1976STATE145434	
951146	19760613000000	1976STATE145378	
951147	19760613000000	1976STATE145479	
951148	19760613000000	1976STATE145497	
951149	19760613000000	1976STATE145677	
951150	19760613000000	1976STATE145815	
951151	19760613000000	1976STATE145831	
951152	19760613000000	1976STATE145885	
951153	19760613000000	1976STATE145959	
951154	19760613000000	1976UDORN05087	
951155	19760613000000	1976TEHRAN05964	
951156	19760613000000	1976UDORN05091	
951157	19760614000000	1976BANGKO17285	
951158	19760614000000	1976BANGKO17313	
951159	19760614000000	1976BANGKO17371	
951160	19760614000000	1976BANGUI01086	
951161	19760614000000	1976BELFAS00216	
951162	19760614000000	1976BELFAS00218	
951163	19760614000000	1976BRASIL05259	
951164	19760614000000	1976BRUSSE05875	
951165	19760614000000	1976BUENOS03936	
951166	19760614000000	1976CAIRO08119	
951167	19760614000000	1976DOHA00674	
951168	19760614000000	1976GENEVA04567	
951169	19760614000000	1976GENEVA04592	
951170	19760614000000	1976HAMBUR00899	
951171	19760614000000	1976KUALA03374	
951172	19760614000000	1976LAGOS06854	
951173	19760614000000	1976MANILA08391	
951174	19760614000000	1976MOSCOW09388	
951175	19760614000000	1976NIAMEY02667	
951176	19760614000000	1976MOSCOW09398	
951177	19760614000000	1976PRETOR02656	
951178	19760614000000	1976QUITO04259	
951179	19760614000000	1976STATE145965	
951180	19760614000000	1976SINAI01090	
951181	19760614000000	1976STATE145987	
951182	19760614000000	1976STATE146059	
951183	19760614000000	1976STATE146245	
951184	19760614000000	1976STATE146224	
951185	19760614000000	1976STATE146258	
951186	19760614000000	1976STATE146304	
951187	19760614000000	1976STATE146272	
951188	19760614000000	1976STATE146338	
951189	19760614000000	1976STATE146375	
951190	19760614000000	1976STATE146381	
951191	19760614000000	1976STATE146396	
951192	19760614000000	1976STATE146400	
951193	19760614000000	1976STATE146433	
951194	19760614000000	1976STATE146462	
951195	19760614000000	1976STATE146561	
951196	19760614000000	1976STATE146571	
951197	19760614000000	1976STATE146716	
951198	19760614000000	1976STATE146675	
951199	19760614000000	1976TAIPEI03910	
951200	19760614000000	1976TAIPEI03917	
951201	19760614000000	1976TAIPEI03914	
951202	19760614000000	1976UDORN05140	
951203	19760615000000	1976ABIDJA05445	
951204	19760615000000	1976ABIDJA05446	
951205	19760615000000	1976ATHENS05929	
951206	19760615000000	1976BANGKO17452	
951207	19760615000000	1976BERN02676	
951208	19760615000000	1976BONN10119	
951209	19760615000000	1976BONN10123	
951210	19760615000000	1976BRASIL05296	
951211	19760615000000	1976BUENOS03956	
951212	19760615000000	1976CANBER04270	
951213	19760615000000	1976CARACA06764	
951214	19760615000000	1976CARACA06687	
951215	19760615000000	1976GENEVA04601	
951216	19760615000000	1976JAKART07858	
951217	19760615000000	1976JAKART07863	
951218	19760615000000	1976KUWAIT02877	
951219	19760615000000	1976KABUL04518	
951220	19760615000000	1976LAGOS06883	
951221	19760615000000	1976MONTRE00741	
951222	19760615000000	1976MOSCOW09447	
951223	19760615000000	1976MOSCOW09509	
951224	19760615000000	1976NAIROB06115	
951225	19760615000000	1976MOSCOW09510	
951226	19760615000000	1976NAIROB06122	
951227	19760615000000	1976NAIROB06140	
951228	19760615000000	1976NAPLES00644	
951229	19760615000000	1976NDJAME01542	
951230	19760615000000	1976PANAMA04219	
951231	19760615000000	1976NOUAKC01453	
951232	19760615000000	1976PARIS17407	
951233	19760615000000	1976PONTA00278	
951234	19760615000000	1976PRETOR02691	
951235	19760615000000	1976RANGOO02078	
951236	19760615000000	1976ROME09758	
951237	19760615000000	1976ROME09777	
951238	19760615000000	1976SANA02001	
951239	19760615000000	1976STATE147119	
951240	19760615000000	1976STATE147122	
951241	19760615000000	1976STATE147158	
951242	19760615000000	1976STATE147159	
951243	19760615000000	1976STATE147243	
951244	19760615000000	1976STATE147259	
951245	19760615000000	1976STATE147340	
951246	19760615000000	1976STATE147322	
951247	19760615000000	1976STATE147373	
951248	19760615000000	1976STATE147395	
951249	19760615000000	1976STATE147405	
951250	19760615000000	1976STATE147406	
951251	19760615000000	1976STATE147414	
951252	19760615000000	1976STATE147509	
951253	19760615000000	1976STATE147514	
951254	19760615000000	1976STATE147575	
951255	19760615000000	1976STATE147585	
951256	19760615000000	1976STATE147649	
951257	19760615000000	1976STATE147655	
951258	19760615000000	1976STATE147705	
951259	19760615000000	1976STATE147738	
951260	19760615000000	1976STATE147742	
951261	19760615000000	1976STATE147824	
951262	19760615000000	1976STATE147837	
951263	19760615000000	1976STATE147883	
951264	19760615000000	1976STRASB00129	
951265	19760615000000	1976TEGUCI02954	
951266	19760615000000	1976UDORN05151	
951267	19760615000000	1976WARSAW04131	
951268	19760615000000	1976VIENNA05002	
951269	19760616000000	1976ALGIER01555	
951270	19760616000000	1976ASUNCI02497	
951271	19760616000000	1976BANGKO17487	
951272	19760616000000	1976ATHENS05965	
951273	19760616000000	1976BANGKO17497	
951274	19760616000000	1976BANGKO17513	
951275	19760616000000	1976BANGKO17553	
951276	19760616000000	1976BANGKO17552	
951277	19760616000000	1976BANGKO17579	
951278	19760616000000	1976BOGOTA05885	
951279	19760616000000	1976CALI00228	
951280	19760616000000	1976CARACA06794	
951281	19760616000000	1976GENEVA04664	
951282	19760616000000	1976GENEVA04649	
951283	19760616000000	1976GENEVA04666	
951284	19760616000000	1976KHARTO01762	
951285	19760616000000	1976IBADAN00404	
951286	19760616000000	1976LONDON09338	
951287	19760616000000	1976MADRID04737	
951288	19760616000000	1976MAPUTO00670	
951289	19760616000000	1976MANILA08501	
951290	19760616000000	1976NAIROB06214	
951291	19760616000000	1976MONROV04160	
951292	19760616000000	1976NAIROB06215	
951293	19760616000000	1976NIAMEY02710	
951294	19760616000000	1976OTTAWA02441	
951295	19760616000000	1976SINAI01107	
951296	19760616000000	1976STATE148017	
951297	19760616000000	1976STATE148040	
951298	19760616000000	1976STATE148075	
951299	19760616000000	1976STATE148121	
951300	19760616000000	1976STATE148176	
951301	19760616000000	1976STATE148193	
951302	19760616000000	1976STATE148215	
951303	19760616000000	1976STATE148357	
951304	19760616000000	1976STATE148393	
951305	19760616000000	1976STATE148396	
951306	19760616000000	1976STATE148493	
951307	19760616000000	1976STATE148547	
951308	19760616000000	1976STATE148600	
951309	19760616000000	1976STATE148607	
951310	19760616000000	1976STATE148706	
951311	19760616000000	1976STATE148708	
951312	19760616000000	1976STATE148810	
951313	19760616000000	1976STATE148851	
951314	19760616000000	1976STATE148889	
951315	19760616000000	1976STATE148931	
951316	19760616000000	1976STATE148958	
951317	19760616000000	1976STATE148964	
951318	19760616000000	1976STATE148965	
951319	19760616000000	1976STATE148975	
951320	19760616000000	1976STATE148982	
951321	19760616000000	1976STATE148983	
951322	19760616000000	1976STATE148993	
951323	19760616000000	1976STATE149016	
951324	19760616000000	1976STATE149022	
951325	19760616000000	1976STATE149049	
951326	19760616000000	1976STATE149061	
951327	19760616000000	1976STATE149071	
951328	19760616000000	1976STATE149076	
951329	19760616000000	1976STATE149078	
951330	19760616000000	1976STATE149079	
951331	19760616000000	1976STATE149094	
951332	19760616000000	1976STATE149096	
951333	19760616000000	1976STATE149097	
951334	19760616000000	1976STATE149104	
951335	19760616000000	1976STATE149140	
951336	19760616000000	1976STATE149164	
951337	19760616000000	1976STATE149166	
951338	19760616000000	1976STATE149173	
951339	19760616000000	1976STATE149198	
951340	19760616000000	1976STATE149269	
951341	19760616000000	1976STOCKH03350	
951342	19760616000000	1976STUTTG00759	
951343	19760616000000	1976STUTTG00760	
951344	19760616000000	1976TAIPEI04001	
951345	19760616000000	1976TANANA00970	
951346	19760616000000	1976TOKYO09030	
951347	19760616000000	1976TOKYO09059	
951348	19760616000000	1976TOKYO09071	
951349	19760616000000	1976TOKYO09069	
951350	19760616000000	1976TOKYO09087	
951351	19760616000000	1976TOKYO09091	
951352	19760616000000	1976TOKYO09088	
951353	19760616000000	1976USBERL01246	
951354	19760616000000	1976VIENNA05037	
951355	19760616000000	1976WARSAW04158	
951356	19760616000000	1976WARSAW04173	
951357	19760616000000	1976WELLIN02191	
951358	19760617000000	1976ANKARA04680	
951359	19760617000000	1976ABIDJA05609	
951360	19760617000000	1976ANKARA04681	
951361	19760617000000	1976AUCKLA00269	
951362	19760617000000	1976BAMAKO02124	
951363	19760617000000	1976BANGKO17637	
951364	19760617000000	1976BANGKO17644	
951365	19760617000000	1976BANGKO17646	
951366	19760617000000	1976BANGKO17648	
951367	19760617000000	1976BANGKO17652	
951368	19760617000000	1976BANGKO17655	
951369	19760617000000	1976BANGKO17653	
951370	19760617000000	1976BANGKO17661	
951371	19760617000000	1976BANGKO17662	
951372	19760617000000	1976BANGKO17677	
951373	19760617000000	1976BANGKO17708	
951374	19760617000000	1976BELFAS00222	
951375	19760617000000	1976BOMBAY01533	
951376	19760617000000	1976BRASIL05397	
951377	19760617000000	1976BRUSSE05998	
951378	19760617000000	1976BUDAPE02037	
951379	19760617000000	1976BUENOS04016	
951380	19760617000000	1976BUENOS04028	
951381	19760617000000	1976CALGAR00265	
951382	19760617000000	1976CAIRO08308	
951383	19760617000000	1976CANBER04336	
951384	19760617000000	1976CANBER04366	
951385	19760617000000	1976CANBER04348	
951386	19760617000000	1976CASABL00689	
951387	19760617000000	1976CARACA06851	
951388	19760617000000	1976COPENH02010	
951389	19760617000000	1976COLOMB02154	
951390	19760617000000	1976COPENH02018	
951391	19760617000000	1976DACCA03096	
951392	19760617000000	1976COPENH02025	
951393	19760617000000	1976DAKAR03812	
951394	19760617000000	1976GABORO01143	
951395	19760617000000	1976GENOA00371	
951396	19760617000000	1976GUATEM04467	
951397	19760617000000	1976ISTANB02220	
951398	19760617000000	1976HELSIN01290	
951399	19760617000000	1976JAKART07987	
951400	19760617000000	1976KARACH02675	
951401	19760617000000	1976JOHANN00945	
951402	19760617000000	1976KHARTO01775	
951403	19760617000000	1976LIMA05592	
951404	19760617000000	1976LAGOS06979	
951405	19760617000000	1976LAGOS06977	
951406	19760617000000	1976LIMA05608	
951407	19760617000000	1976LONDON09374	
951408	19760617000000	1976LONDON09385	
951409	19760617000000	1976MANAMA00768	
951410	19760617000000	1976LUXEMB00643	
951411	19760617000000	1976LUSAKA01554	
951412	19760617000000	1976MANILA08646	
951413	19760617000000	1976MEXICO07865	
951414	19760617000000	1976MAZATL00240	
951415	19760617000000	1976MEXICO07880	
951416	19760617000000	1976MILAN01429	
951417	19760617000000	1976MONTER00536	
951418	19760617000000	1976MONTEV02230	
951419	19760617000000	1976MONTER00539	
951420	19760617000000	1976MONTEV02231	
951421	19760617000000	1976MONTRE00762	
951422	19760617000000	1976MOSCOW09592	
951423	19760617000000	1976MOSCOW09639	
951424	19760617000000	1976NIAMEY02750	
951425	19760617000000	1976NASSAU00954	
951426	19760617000000	1976NOUAKC01484	
951427	19760617000000	1976PANAMA04291	
